0.1	1
0.2	1
0.3	1
0.4	1
0.5	1
0.6	1
0.7	1
0.8	1
0.9	1
0.10	1
0.11	1
0.12	1
0.13	1
0.14	1
0.15	1
0.16	1
0.17	1
0.18	1
0.19	1
0.20	1
0.21	1
0.22	1
0.23	1
0.24	1
0.25	1
0.26	1
0.27	1
0.28	1
0.29	1
0.30	1
0.31	1
0.32	1
0.33	1
0.34	1
0.35	1
0.36	1
0.37	1
0.38	1
0.39	1
0.40	1
0.41	1
0.42	1
0.43	1
0.44	1
0.45	1
0.46	1
0.47	1
0.48	1
0.49	1
0.50	1
0.51	1
0.52	1
0.53	1
0.54	1
0.55	1
0.56	1
0.57	1
0.58	1
0.59	1
0.60	1
0.61	1
0.62	1
0.63	1
0.64	1
0.65	1
0.66	1
0.67	1
0.68	1
0.69	1
0.70	1
0.71	1
0.72	1
0.73	1
0.74	1
0.75	1
0.76	1
0.77	1
0.78	1
0.79	1
0.80	1
0.81	1
0.82	1
0.83	1
0.84	1
0.85	1
0.86	1
0.87	1
0.88	1
0.89	1
0.90	1
0.91	1
0.92	1
0.93	1
0.94	1
0.95	1
0.96	1
0.97	1
0.98	1
0.99	1
50	1
50.1	1
50.2	1
50.3	1
50.4	1
50.5	1
50.6	1
50.7	1
50.8	1
50.9	1
50.10	1
50.11	1
50.12	1
50.13	1
50.14	1
50.15	1
50.16	1
50.17	1
50.18	1
50.19	1
50.20	1
50.21	1
50.22	1
50.23	1
50.24	1
50.25	1
50.26	1
50.27	1
50.28	1
50.29	1
50.30	1
50.31	1
50.32	1
50.33	1
50.34	1
50.35	1
50.36	1
50.37	1
50.38	1
50.39	1
50.40	1
50.41	1
50.42	1
50.43	1
50.44	1
50.45	1
50.46	1
50.47	1
50.48	1
50.49	1
50.50	1
50.51	1
50.52	1
50.53	1
50.54	1
50.55	1
50.56	1
50.57	1
50.58	1
50.59	1
50.60	1
50.61	1
50.62	1
50.63	1
50.64	1
50.65	1
50.66	1
50.67	1
50.68	1
50.69	1
50.70	1
50.71	1
50.72	1
50.73	1
50.74	1
50.75	1
50.76	1
50.77	1
50.78	1
50.79	1
50.80	1
50.81	1
50.82	1
50.83	1
50.84	1
50.85	1
50.86	1
50.87	1
50.88	1
50.89	1
50.90	1
50.91	1
50.92	1
50.93	1
50.94	1
50.95	1
50.96	1
50.97	1
50.98	1
50.99	1
100	1
100.1	1
100.2	1
100.3	1
100.4	1
100.5	1
100.6	1
100.7	1
100.8	1
100.9	1
100.10	1
100.11	1
100.12	1
100.13	1
100.14	1
100.15	1
100.16	1
100.17	1
100.18	1
100.19	1
100.20	1
100.21	1
100.22	1
100.23	1
100.24	1
100.25	1
100.26	1
100.27	1
100.28	1
100.29	1
100.30	1
100.31	1
100.32	1
100.33	1
100.34	1
100.35	1
100.36	1
100.37	1
100.38	1
100.39	1
100.40	1
100.41	1
100.42	1
100.43	1
100.44	1
100.45	1
100.46	1
100.47	1
100.48	1
100.49	1
100.50	1
100.51	1
100.52	1
100.53	1
100.54	1
100.55	1
100.56	1
100.57	1
100.58	1
100.59	1
100.60	1
100.61	1
100.62	1
100.63	1
100.64	1
100.65	1
100.66	1
100.67	1
100.68	1
100.69	1
100.70	1
100.71	1
100.72	1
100.73	1
100.74	1
100.75	1
100.76	1
100.77	1
100.78	1
100.79	1
100.80	1
100.81	1
100.82	1
100.83	1
100.84	1
100.85	1
100.86	1
100.87	1
100.88	1
100.89	1
100.90	1
100.91	1
100.92	1
100.93	1
100.94	1
100.95	1
100.96	1
100.97	1
100.98	1
100.99	1
150	1
150.1	1
150.2	1
150.3	1
150.4	1
150.5	1
150.6	1
150.7	1
150.8	1
150.9	1
150.10	1
150.11	1
150.12	1
150.13	1
150.14	1
150.15	1
150.16	1
150.17	1
150.18	1
150.19	1
150.20	1
150.21	1
150.22	1
150.23	1
150.24	1
150.25	1
150.26	1
150.27	1
150.28	1
150.29	1
150.30	1
150.31	1
150.32	1
150.33	1
150.34	1
150.35	1
150.36	1
150.37	1
150.38	1
150.39	1
150.40	1
150.41	1
150.42	1
150.43	1
150.44	1
150.45	1
150.46	1
150.47	1
150.48	1
150.49	1
150.50	1
150.51	1
150.52	1
150.53	1
150.54	1
150.55	1
150.56	1
150.57	1
150.58	1
150.59	1
150.60	1
150.61	1
150.62	1
150.63	1
150.64	1
150.65	1
150.66	1
150.67	1
150.68	1
150.69	1
150.70	1
150.71	1
150.72	1
150.73	1
150.74	1
150.75	1
150.76	1
150.77	1
150.78	1
150.79	1
150.80	1
150.81	1
150.82	1
150.83	1
150.84	1
150.85	1
150.86	1
150.87	1
150.88	1
150.89	1
150.90	1
150.91	1
150.92	1
150.93	1
150.94	1
150.95	1
150.96	1
150.97	1
150.98	1
150.99	1
200	1
200.1	1
200.2	1
200.3	1
200.4	1
200.5	1
200.6	1
200.7	1
200.8	1
200.9	1
200.10	1
200.11	1
200.12	1
200.13	1
200.14	1
200.15	1
200.16	1
200.17	1
200.18	1
200.19	1
200.20	1
200.21	1
200.22	1
200.23	1
200.24	1
200.25	1
200.26	1
200.27	1
200.28	1
200.29	1
200.30	1
200.31	1
200.32	1
200.33	1
200.34	1
200.35	1
200.36	1
200.37	1
200.38	1
200.39	1
200.40	1
200.41	1
200.42	1
200.43	1
200.44	1
200.45	1
200.46	1
200.47	1
200.48	1
200.49	1
200.50	1
200.51	1
200.52	1
200.53	1
200.54	1
200.55	1
200.56	1
200.57	1
200.58	1
200.59	1
200.60	1
200.61	1
200.62	1
200.63	1
200.64	1
200.65	1
200.66	1
200.67	1
200.68	1
200.69	1
200.70	1
200.71	1
200.72	1
200.73	1
200.74	1
200.75	1
200.76	1
200.77	1
200.78	1
200.79	1
200.80	1
200.81	1
200.82	1
200.83	1
200.84	1
200.85	1
200.86	1
200.87	1
200.88	1
200.89	1
200.90	1
200.91	1
200.92	1
200.93	1
200.94	1
200.95	1
200.96	1
200.97	1
200.98	1
200.99	1
250	1
250.1	1
250.2	1
250.3	1
250.4	1
250.5	1
250.6	1
250.7	1
250.8	1
250.9	1
250.10	1
250.11	1
250.12	1
250.13	1
250.14	1
250.15	1
250.16	1
250.17	1
250.18	1
250.19	1
250.20	1
250.21	1
250.22	1
250.23	1
250.24	1
250.25	1
250.26	1
250.27	1
250.28	1
250.29	1
250.30	1
250.31	1
250.32	1
250.33	1
250.34	1
250.35	1
250.36	1
250.37	1
250.38	1
250.39	1
250.40	1
250.41	1
250.42	1
250.43	1
250.44	1
250.45	1
250.46	1
250.47	1
250.48	1
250.49	1
250.50	1
250.51	1
250.52	1
250.53	1
250.54	1
250.55	1
250.56	1
250.57	1
250.58	1
250.59	1
250.60	1
250.61	1
250.62	1
250.63	1
250.64	1
250.65	1
250.66	1
250.67	1
250.68	1
250.69	1
250.70	1
250.71	1
250.72	1
250.73	1
250.74	1
250.75	1
250.76	1
250.77	1
250.78	1
250.79	1
250.80	1
250.81	1
250.82	1
250.83	1
250.84	1
250.85	1
250.86	1
250.87	1
250.88	1
250.89	1
250.90	1
250.91	1
250.92	1
250.93	1
250.94	1
250.95	1
250.96	1
250.97	1
250.98	1
250.99	1
300	1
300.1	1
300.2	1
300.3	1
300.4	1
300.5	1
300.6	1
300.7	1
300.8	1
300.9	1
300.10	1
300.11	1
300.12	1
300.13	1
300.14	1
300.15	1
300.16	1
300.17	1
300.18	1
300.19	1
300.20	1
300.21	1
300.22	1
300.23	1
300.24	1
300.25	1
300.26	1
300.27	1
300.28	1
300.29	1
300.30	1
300.31	1
300.32	1
300.33	1
300.34	1
300.35	1
300.36	1
300.37	1
300.38	1
300.39	1
300.40	1
300.41	1
300.42	1
300.43	1
300.44	1
300.45	1
300.46	1
300.47	1
300.48	1
300.49	1
300.50	1
300.51	1
300.52	1
300.53	1
300.54	1
300.55	1
300.56	1
300.57	1
300.58	1
300.59	1
300.60	1
300.61	1
300.62	1
300.63	1
300.64	1
300.65	1
300.66	1
300.67	1
300.68	1
300.69	1
300.70	1
300.71	1
300.72	1
300.73	1
300.74	1
300.75	1
300.76	1
300.77	1
300.78	1
300.79	1
300.80	1
300.81	1
300.82	1
300.83	1
300.84	1
300.85	1
300.86	1
300.87	1
300.88	1
300.89	1
300.90	1
300.91	1
300.92	1
300.93	1
300.94	1
300.95	1
300.96	1
300.97	1
300.98	1
300.99	1
350	1
350.1	1
350.2	1
350.3	1
350.4	1
350.5	1
350.6	1
350.7	1
350.8	1
350.9	1
350.10	1
350.11	1
350.12	1
350.13	1
350.14	1
350.15	1
350.16	1
350.17	1
350.18	1
350.19	1
350.20	1
350.21	1
350.22	1
350.23	1
350.24	1
350.25	1
350.26	1
350.27	1
350.28	1
350.29	1
350.30	1
350.31	1
350.32	1
350.33	1
350.34	1
350.35	1
350.36	1
350.37	1
350.38	1
350.39	1
350.40	1
350.41	1
350.42	1
350.43	1
350.44	1
350.45	1
350.46	1
350.47	1
350.48	1
350.49	1
350.50	1
350.51	1
350.52	1
350.53	1
350.54	1
350.55	1
350.56	1
350.57	1
350.58	1
350.59	1
350.60	1
350.61	1
350.62	1
350.63	1
350.64	1
350.65	1
350.66	1
350.67	1
350.68	1
350.69	1
350.70	1
350.71	1
350.72	1
350.73	1
350.74	1
350.75	1
350.76	1
350.77	1
350.78	1
350.79	1
350.80	1
350.81	1
350.82	1
350.83	1
350.84	1
350.85	1
350.86	1
350.87	1
350.88	1
350.89	1
350.90	1
350.91	1
350.92	1
350.93	1
350.94	1
350.95	1
350.96	1
350.97	1
350.98	1
350.99	1
400	1
400.1	1
400.2	1
400.3	1
400.4	1
400.5	1
400.6	1
400.7	1
400.8	1
400.9	1
400.10	1
400.11	1
400.12	1
400.13	1
400.14	1
400.15	1
400.16	1
400.17	1
400.18	1
400.19	1
400.20	1
400.21	1
400.22	1
400.23	1
400.24	1
400.25	1
400.26	1
400.27	1
400.28	1
400.29	1
400.30	1
400.31	1
400.32	1
400.33	1
400.34	1
400.35	1
400.36	1
400.37	1
400.38	1
400.39	1
400.40	1
400.41	1
400.42	1
400.43	1
400.44	1
400.45	1
400.46	1
400.47	1
400.48	1
400.49	1
400.50	1
400.51	1
400.52	1
400.53	1
400.54	1
400.55	1
400.56	1
400.57	1
400.58	1
400.59	1
400.60	1
400.61	1
400.62	1
400.63	1
400.64	1
400.65	1
400.66	1
400.67	1
400.68	1
400.69	1
400.70	1
400.71	1
400.72	1
400.73	1
400.74	1
400.75	1
400.76	1
400.77	1
400.78	1
400.79	1
400.80	1
400.81	1
400.82	1
400.83	1
400.84	1
400.85	1
400.86	1
400.87	1
400.88	1
400.89	1
400.90	1
400.91	1
400.92	1
400.93	1
400.94	1
400.95	1
400.96	1
400.97	1
400.98	1
400.99	1
450	1
450.1	1
450.2	1
450.3	1
450.4	1
450.5	1
450.6	1
450.7	1
450.8	1
450.9	1
450.10	1
450.11	1
450.12	1
450.13	1
450.14	1
450.15	1
450.16	1
450.17	1
450.18	1
450.19	1
450.20	1
450.21	1
450.22	1
450.23	1
450.24	1
450.25	1
450.26	1
450.27	1
450.28	1
450.29	1
450.30	1
450.31	1
450.32	1
450.33	1
450.34	1
450.35	1
450.36	1
450.37	1
450.38	1
450.39	1
450.40	1
450.41	1
450.42	1
450.43	1
450.44	1
450.45	1
450.46	1
450.47	1
450.48	1
450.49	1
450.50	1
450.51	1
450.52	1
450.53	1
450.54	1
450.55	1
450.56	1
450.57	1
450.58	1
450.59	1
450.60	1
450.61	1
450.62	1
450.63	1
450.64	1
450.65	1
450.66	1
450.67	1
450.68	1
450.69	1
450.70	1
450.71	1
450.72	1
450.73	1
450.74	1
450.75	1
450.76	1
450.77	1
450.78	1
450.79	1
450.80	1
450.81	1
450.82	1
450.83	1
450.84	1
450.85	1
450.86	1
450.87	1
450.88	1
450.89	1
450.90	1
450.91	1
450.92	1
450.93	1
450.94	1
450.95	1
450.96	1
450.97	1
450.98	1
450.99	1
500	1
500.1	1
500.2	1
500.3	1
500.4	1
500.5	1
500.6	1
500.7	1
500.8	1
500.9	1
500.10	1
500.11	1
500.12	1
500.13	1
500.14	1
500.15	1
500.16	1
500.17	1
500.18	1
500.19	1
500.20	1
500.21	1
500.22	1
500.23	1
500.24	1
500.25	1
500.26	1
500.27	1
500.28	1
500.29	1
500.30	1
500.31	1
500.32	1
500.33	1
500.34	1
500.35	1
500.36	1
500.37	1
500.38	1
500.39	1
500.40	1
500.41	1
500.42	1
500.43	1
500.44	1
500.45	1
500.46	1
500.47	1
500.48	1
500.49	1
500.50	1
500.51	1
500.52	1
500.53	1
500.54	1
500.55	1
500.56	1
500.57	1
500.58	1
500.59	1
500.60	1
500.61	1
500.62	1
500.63	1
500.64	1
500.65	1
500.66	1
500.67	1
500.68	1
500.69	1
500.70	1
500.71	1
500.72	1
500.73	1
500.74	1
500.75	1
500.76	1
500.77	1
500.78	1
500.79	1
500.80	1
500.81	1
500.82	1
500.83	1
500.84	1
500.85	1
500.86	1
500.87	1
500.88	1
500.89	1
500.90	1
500.91	1
500.92	1
500.93	1
500.94	1
500.95	1
500.96	1
500.97	1
500.98	1
500.99	1
550	1
550.1	1
550.2	1
550.3	1
550.4	1
550.5	1
550.6	1
550.7	1
550.8	1
550.9	1
550.10	1
550.11	1
550.12	1
550.13	1
550.14	1
550.15	1
550.16	1
550.17	1
550.18	1
550.19	1
550.20	1
550.21	1
550.22	1
550.23	1
550.24	1
550.25	1
550.26	1
550.27	1
550.28	1
550.29	1
550.30	1
550.31	1
550.32	1
550.33	1
550.34	1
550.35	1
550.36	1
550.37	1
550.38	1
550.39	1
550.40	1
550.41	1
550.42	1
550.43	1
550.44	1
550.45	1
550.46	1
550.47	1
550.48	1
550.49	1
550.50	1
550.51	1
550.52	1
550.53	1
550.54	1
550.55	1
550.56	1
550.57	1
550.58	1
550.59	1
550.60	1
550.61	1
550.62	1
550.63	1
550.64	1
550.65	1
550.66	1
550.67	1
550.68	1
550.69	1
550.70	1
550.71	1
550.72	1
550.73	1
550.74	1
550.75	1
550.76	1
550.77	1
550.78	1
550.79	1
550.80	1
550.81	1
550.82	1
550.83	1
550.84	1
550.85	1
550.86	1
550.87	1
550.88	1
550.89	1
550.90	1
550.91	1
550.92	1
550.93	1
550.94	1
550.95	1
550.96	1
550.97	1
550.98	1
550.99	1
600	1
600.1	1
600.2	1
600.3	1
600.4	1
600.5	1
600.6	1
600.7	1
600.8	1
600.9	1
600.10	1
600.11	1
600.12	1
600.13	1
600.14	1
600.15	1
600.16	1
600.17	1
600.18	1
600.19	1
600.20	1
600.21	1
600.22	1
600.23	1
600.24	1
600.25	1
600.26	1
600.27	1
600.28	1
600.29	1
600.30	1
600.31	1
600.32	1
600.33	1
600.34	1
600.35	1
600.36	1
600.37	1
600.38	1
600.39	1
600.40	1
600.41	1
600.42	1
600.43	1
600.44	1
600.45	1
600.46	1
600.47	1
600.48	1
600.49	1
600.50	1
600.51	1
600.52	1
600.53	1
